2021033022001414931442304556	,46171064952802700214932	,2021-03-30 20:14:55 ,2021-03-30 20:15:03 ,2021-03-30 20:15:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021033022001414931441388018	,3720180330024764010461368603561369517007139	,2021-03-30 11:59:33 ,2021-03-30 11:59:34 ,2021-03-30 11:59:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,美团收银806359268474392576,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032922001414931441668339	,09126600000105000220210329195158371304	,2021-03-29 19:55:38 ,2021-03-29 19:55:40 ,2021-03-29 19:55:40 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,广州市天河区员村佳之缘商店   ,利家超市员村店2021032919553643683154,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032922001414931441252323	,46170184887802700214932	,2021-03-29 19:48:08 ,2021-03-29 19:48:14 ,2021-03-29 19:49:23 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,16.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032922001414931440244301	,0220180330024764010461368603560271590307139	,2021-03-29 12:02:29 ,2021-03-29 12:02:30 ,2021-03-29 12:02:30 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,美团收银805997616780619776,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032822001414931440540715	,16169309674802700214932	,2021-03-28 19:29:27 ,2021-03-28 19:29:31 ,2021-03-28 19:29:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,雷外秀             ,商品                  ,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032822001414931440569796	,46169306250802700214932	,2021-03-28 19:23:45 ,2021-03-28 19:23:52 ,2021-03-28 19:24:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032822001114931440363887	,T200P1267550186061949589	,2021-03-28 17:20:21 ,2021-03-28 17:20:34 ,2021-04-02 13:42:24 ,淘宝        ,支付宝担保交易         ,洁思羽旗舰店          ,t恤男韩版潮流潮牌宽松纯色半袖港风衣服短袖ins白色上衣打底衫,59.70   ,支出      ,交易关闭    ,0.00     ,59.70    ,                    ,已支出      ,
2021032822001414931439962186	,48126600000105000220210328165211592296	,2021-03-28 16:50:51 ,2021-03-28 16:50:53 ,2021-03-28 16:50:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,广州市天河区员村佳之缘商店   ,利家超市员村店2021032816504570583154,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210328611282359305 	,202103281100300706870677202821	,2021-03-28 12:46:33 ,2021-03-28 12:46:33 ,2021-03-28 12:23:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,蚂蚁会员（北京）网络技术服务有限公司,相互宝分摊-3月第2期-*湘德     ,6.36    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210327599692219305 	,202103271100300708110675799922	,2021-03-28 12:23:28 ,2021-03-28 12:23:28 ,2021-03-27 04:50:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,蚂蚁会员（北京）网络技术服务有限公司,相互宝分摊-3月第2期-*显亮     ,6.36    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032822001414931439961977	,46169029177802700214932	,2021-03-28 11:41:58 ,2021-03-28 11:42:03 ,2021-03-28 11:42:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032722001414931439900226	,46168442551802700214932	,2021-03-27 19:24:15 ,2021-03-27 19:24:19 ,2021-03-27 19:25:25 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032722001414931439961514	,17126600000105000220210327165187370935	,2021-03-27 16:54:08 ,2021-03-27 16:54:09 ,2021-03-27 16:54:09 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,广州市天河区员村佳之缘商店   ,利家超市员村店2021032716540257583154,10.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032722001414931439479145	,46168166968802700214932	,2021-03-27 11:44:57 ,2021-03-27 11:45:03 ,2021-03-27 11:45:21 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032622001414931439405262	,16167645367802700214932	,2021-03-26 21:15:37 ,2021-03-26 21:15:41 ,2021-03-26 21:15:41 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,雷外秀             ,商品                  ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032622001414931439610761	,46167639282802700214932	,2021-03-26 21:05:28 ,2021-03-26 21:05:33 ,2021-03-26 21:06:14 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032622001414931439430852	,HY006524744016      	,2021-03-26 20:56:10 ,2021-03-26 20:56:20 ,2021-03-26 20:56:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,广州羊城通有限公司       ,好易终端机充值5100000940713915,50.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032622001414931438713797	,0520180330024764010461368603556114433307139	,2021-03-26 11:59:52 ,2021-03-26 11:59:53 ,2021-03-26 11:59:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,美团收银804909795814731776,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032522001414931438217530	,46166729995802700214932	,2021-03-25 19:49:59 ,2021-03-25 19:50:05 ,2021-03-25 19:50:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032522001414931437875447	,3720180330024764010461368603554967675707139	,2021-03-25 11:54:07 ,2021-03-25 11:54:09 ,2021-03-25 11:54:09 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,美团收银804545963355377664,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032522001414931438057122	,2021032500000000000000003506	,2021-03-25 09:30:01 ,2021-03-25 09:30:12 ,2021-03-25 09:30:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,同花顺             ,同花顺增值金融服务           ,35.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032422001414931437333624	,46165857184802700214932	,2021-03-24 19:35:18 ,2021-03-24 19:35:24 ,2021-03-24 19:36:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032422001414931436936996	,7820180330024764010461368603553859013507139	,2021-03-24 11:54:08 ,2021-03-24 11:54:09 ,2021-03-24 11:54:09 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,美团收银804183576035045376,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032410199318530000000000930082541658	,                    	,2021-03-24 09:48:35 ,2021-03-24 09:48:39 ,2021-03-24 09:48:39 ,支付宝网站     ,即时到账交易          ,借呗              ,借呗还款                ,7462.44 ,        ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021032322001414931436416854	,16165004393802700214932	,2021-03-23 19:53:59 ,2021-03-23 19:54:05 ,2021-03-23 19:54:05 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,雷外秀             ,商品                  ,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032322001414931436409550	,46164995917802700214932	,2021-03-23 19:39:51 ,2021-03-23 19:40:07 ,2021-03-23 19:40:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032322001414931436176482	,5320180330024764010461368603552754244307139	,2021-03-23 11:53:39 ,2021-03-23 11:53:46 ,2021-03-23 11:53:46 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032222001414931434826226	,3812660000482200017895059850980236	,2021-03-22 19:55:15 ,2021-03-22 19:55:16 ,2021-03-22 19:55:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,湛江白切鸡琶洲店        ,湛江白切鸡琶洲店            ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032222001414931434779950	,6920180330024764010461368603551659494307139	,2021-03-22 11:53:08 ,2021-03-22 11:53:15 ,2021-03-22 11:53:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032122001414931434387178	,46163204838802700214932	,2021-03-21 17:54:44 ,2021-03-21 17:54:50 ,2021-03-21 17:55:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,22.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032022001414931434060990	,4120180330024764010461368603549689761405704	,2021-03-20 18:35:05 ,2021-03-20 18:35:06 ,2021-03-20 18:35:06 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,正街烧鹅            ,美团收银802834929150164992,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032022001414931434376625	,46162139545802700214932	,2021-03-20 12:19:15 ,2021-03-20 12:19:28 ,2021-03-20 12:20:25 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,一品香             ,二维码充值500元00         ,500.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021032022001114931434172771	,T200P1264512433346949589	,2021-03-20 11:44:58 ,2021-03-20 11:45:13 ,2021-03-30 13:33:35 ,淘宝        ,支付宝担保交易         ,flyco飞科官方旗舰店    ,【好物价】飞科理发器电推剪理发神器自己剪剃发电推子家用剃头发电动剃头刀,129.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031922001414931433512729	,16161548652802700214932	,2021-03-19 19:54:25 ,2021-03-19 19:54:35 ,2021-03-19 19:54:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,雷外秀             ,商品                  ,4.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031922001414931433341627	,5520180330024764010461368603547731373307139	,2021-03-19 11:50:24 ,2021-03-19 11:50:30 ,2021-03-19 11:50:30 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,11.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031822001414931105590003	,MSBT2T77XBa0        	,2021-03-18 20:07:36 ,2021-03-18 20:07:37 ,2021-03-18 20:07:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,App Store & Apple Music,App Store & Apple Music: 于 03.18完成的购买,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031822001414931104778891	,16160679228802700214932	,2021-03-18 19:45:23 ,2021-03-18 19:45:28 ,2021-03-18 19:45:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,雷外秀             ,商品                  ,9.30    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031822001414931431718437	,7020180330024764010461368603546672475007139	,2021-03-18 12:06:00 ,2021-03-18 12:06:08 ,2021-03-18 12:06:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,17.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031722001414931432371905	,5820180330024764010461368603546206910105704	,2021-03-17 20:00:53 ,2021-03-17 20:00:54 ,2021-03-17 20:00:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,正街烧鹅            ,美团收银801769358677594112,17.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031722001414931431478484	,0420180330024764010461368603545571871707139	,2021-03-17 11:53:48 ,2021-03-17 11:53:53 ,2021-03-17 11:53:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031622001414931430929758	,16158958435802700214932	,2021-03-16 19:57:23 ,2021-03-16 19:57:28 ,2021-03-16 19:57:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,果然香             ,商品                  ,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031622001414931430662125	,7120180330024764010461368603544478216607139	,2021-03-16 11:58:47 ,2021-03-16 11:58:53 ,2021-03-16 11:58:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,18.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031522001414931430657192	,98126600000105000220210315210400784359	,2021-03-15 21:03:43 ,2021-03-15 21:03:45 ,2021-03-15 21:03:45 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,广州市天河区员村佳之缘商店   ,利家超市员村店2021031521033145383154,29.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031522001414931429693016	,8920180330024764010461368603543440296007139	,2021-03-15 11:54:05 ,2021-03-15 11:54:13 ,2021-03-15 11:54:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031422001414931429574306	,16157260440802700214932	,2021-03-14 20:47:24 ,2021-03-14 20:47:29 ,2021-03-14 20:47:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,雷外秀             ,商品                  ,30.20   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031422001414931429080540	,84126600000105000220210314141896987120	,2021-03-14 14:16:10 ,2021-03-14 14:16:11 ,2021-03-14 14:16:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,广州市天河区员村佳之缘商店   ,利家超市员村店2021031414155927683154,18.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210314533034019305 	,202103141100300706870673685332	,2021-03-14 11:48:15 ,2021-03-14 11:48:15 ,2021-03-14 11:32:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,蚂蚁会员（北京）网络技术服务有限公司,相互宝分摊-3月第1期-*湘德     ,6.09    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210313526563119305 	,202103131100300708110672158409	,2021-03-14 11:32:36 ,2021-03-14 11:32:36 ,2021-03-13 12:00:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,蚂蚁会员（北京）网络技术服务有限公司,相互宝分摊-3月第1期-*显亮     ,6.09    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031322001414931429209056	,11126600000105000220210313175318150461	,2021-03-13 17:53:51 ,2021-03-13 17:53:52 ,2021-03-13 17:53:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,广州市天河区员村佳之缘商店   ,利家超市员村店2021031317534081983154,4.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031322001414931429010375	,2220180330024764010461368603541222802405704	,2021-03-13 17:33:37 ,2021-03-13 17:33:38 ,2021-03-13 17:33:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,正街烧鹅            ,美团收银800282744470016000,17.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031222001414931428727079	,16155514400802700214932	,2021-03-12 20:17:20 ,2021-03-12 20:17:26 ,2021-03-12 20:17:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,雷外秀             ,商品                  ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031222001414931427900699	,7420180330024764010461368603539370698007139	,2021-03-12 11:55:03 ,2021-03-12 11:55:11 ,2021-03-12 11:55:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031100003001930087210287	,                    	,2021-03-11 13:00:14 ,2021-03-11 13:00:25 ,2021-03-11 13:00:29 ,支付宝网站     ,即时到账交易          ,广发银行            ,信用卡还款               ,682.92  ,        ,还款成功    ,0.10     ,0.00     ,                    ,资金转移     ,
2021031100003001930087210466	,                    	,2021-03-11 12:59:50 ,2021-03-11 13:00:02 ,2021-03-11 13:00:05 ,支付宝网站     ,即时到账交易          ,广州银行            ,信用卡还款               ,1968.00 ,        ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021031122001414931427406888	,3320180330024764010461368603538323676007139	,2021-03-11 12:01:59 ,2021-03-11 12:02:06 ,2021-03-11 12:02:06 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031122001414931426863144	,2088911600919882190436971973	,2021-03-11 08:50:11 ,2021-03-11 08:50:11 ,2021-03-11 08:50:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市万通顺达科技股份有限公司 ,万通顺达广州_员村1_羊城通充值金_190436971973,50.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031022001414931426971156	,16153839856802700214932	,2021-03-10 21:46:25 ,2021-03-10 21:46:30 ,2021-03-10 21:46:30 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,雷外秀             ,商品                  ,10.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021031022001414931426516869	,9020180330024764010461368603537294678307139	,2021-03-10 12:02:52 ,2021-03-10 12:02:58 ,2021-03-10 12:02:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030922001414931426412815	,46152901709802700214932	,2021-03-09 19:42:51 ,2021-03-09 19:42:55 ,2021-03-09 19:43:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030922001414931426412601	,8720180330024764010461368603536216165807139	,2021-03-09 12:03:03 ,2021-03-09 12:03:10 ,2021-03-09 12:03:10 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030822001414931425753430	,44126600000105000220210308211275821934	,2021-03-08 21:15:46 ,2021-03-08 21:15:47 ,2021-03-08 21:15:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,广州市天河区员村佳之缘商店   ,利家超市员村店2021030821153944283154,8.20    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030822001414931426246104	,31126600000105000220210308201318776003	,2021-03-08 20:57:31 ,2021-03-08 20:57:32 ,2021-03-08 20:57:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,广州市天河区员村佳之缘商店   ,利家超市员村店2021030820572464583154,4.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030822001414931425414450	,7320180330024764010461368603535028986907139	,2021-03-08 11:58:52 ,2021-03-08 11:58:58 ,2021-03-08 11:58:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,16.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030722001414931425517155	,16151136750802700214932	,2021-03-07 18:41:15 ,2021-03-07 18:41:24 ,2021-03-07 18:41:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,雷外秀             ,商品                  ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030722001414931425413964	,46150916683802700214932	,2021-03-07 12:34:28 ,2021-03-07 12:34:33 ,2021-03-07 12:35:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,17.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030622001414931425332100	,46150238907802700214932	,2021-03-06 17:44:51 ,2021-03-06 17:44:56 ,2021-03-06 17:45:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030522001414931424727896	,16149484216802700214932	,2021-03-05 20:47:01 ,2021-03-05 20:47:08 ,2021-03-05 20:47:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,雷外秀             ,商品                  ,21.70   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030522001414931424077981	,9020180330024764010461368603531301724407139	,2021-03-05 11:52:17 ,2021-03-05 11:52:24 ,2021-03-05 11:52:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,17.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030422001414931423958492	,46148585964802700214932	,2021-03-04 19:49:56 ,2021-03-04 19:50:12 ,2021-03-04 19:50:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030422001414931423978958	,2412660000482200017895059941632910	,2021-03-04 12:13:04 ,2021-03-04 12:13:06 ,2021-03-04 12:13:06 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,大塘烧鹅广州琶洲新村店     ,大塘烧鹅广州琶洲新村店         ,16.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030322001414931423267695	,46147720164802700214932	,2021-03-03 19:46:56 ,2021-03-03 19:47:02 ,2021-03-03 19:47:14 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030322001414931423090988	,4020180330024764010461368603529252981107139	,2021-03-03 11:56:45 ,2021-03-03 11:56:52 ,2021-03-03 11:56:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西关布拉肠私房菜        ,智能版前台码收款            ,17.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021030222001414931423157006	,46146866172802700214932	,2021-03-02 20:03:37 ,2021-03-02 20:03:42 ,2021-03-02 20:04:14 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*志勇             ,商品                  ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210302200040011100930032540867	,                    	,2021-03-02 13:52:15 ,2021-03-02 13:52:21 ,2021-03-02 13:52:21 ,支付宝网站     ,即时到账交易          ,纪穗虎(纪穗虎)        ,2021年03月房租900+卫生费30＋电费45+水费5,980.00  ,支出      ,交易成功    ,0.00     ,0.00     ,2021年03月房租900+卫生费30＋电费45+水费5,已支出      ,
